"preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
6e+05,2,1,24,324,1,0,4,94,0,1919,1980
632500,4,4,49,928,2,0,3,188,0,1986,0
210000,2,2,39,518,2,0,4,151,0,1910,0
175000,2,1,24,462,1,0,4,92,0,1948,0
455000,3,3,34,419,2,0,4,132,0,1985,0
450000,3,2,33,313,1,0,3,88,150,1947,2012
790000,4,4,48,983,1,3,3,131,200,1974,0
480000,4,1,48,495,1,0,3,94,347,1941,1994
850000,3,3,67,735,2,0,3,203,207,1995,0
725000,4,4,92,2483,2,3,3,310,167,2000,0
380000,3,3,35,386,1,0,3,92,167,1949,1998
979000,3,3,39,1272,1,1,4,153,0,1954,1979
359950,3,3,45,1045,1,0,4,99,280,1981,0
665900,4,3,67,491,2,1,4,200,217,1926,1993
203000,3,1,27,644,1,0,4,104,0,1953,1983
456000,3,3,33,2566,1,0,4,130,0,1975,0
547000,5,4,51,367,2,0,5,128,260,1916,0
280000,3,2,34,728,1,0,3,132,0,1987,2000
640000,2,4,41,396,1,0,4,79,293,1930,0
455000,4,3,57,1890,1,2,4,149,267,1954,1979
587206,3,5,44,154,2,0,3,148,83,1999,0
425000,3,4,59,505,2,0,3,229,0,1999,0
511500,4,1,32,540,2,0,3,122,0,1917,2009
218000,2,2,30,256,2,0,3,118,0,2004,0
332000,3,2,35,710,1,0,3,136,0,1942,2014
291000,3,3,43,5486,1,0,4,103,240,1967,0
279000,4,2,51,693,1,0,3,99,367,1979,2014
950000,4,4,78,1039,2,0,3,302,0,1988,2000
970500,3,5,57,911,2,0,3,222,0,1960,2012
412000,2,1,29,356,1,0,3,62,190,1925,2002
2e+05,3,3,29,668,2,0,5,111,0,1913,0
397000,4,4,54,1055,2,0,3,209,0,1997,0
715000,4,4,76,597,2,0,3,296,0,2003,0
371000,4,4,59,429,2,0,3,230,0,2005,0
458000,3,4,43,451,2,0,3,168,0,2003,0
329950,3,4,42,728,2,0,3,164,0,1983,2009
950000,3,4,71,1700,1,4,4,149,467,1962,0
282000,4,2,44,567,2,0,3,170,0,1997,0
250000,1,1,19,1468,1,0,2,61,40,1931,0
4e+05,4,4,62,17054,2,4,3,240,0,1972,2002
681500,5,5,76,1053,1,0,3,147,543,1964,2000
2e+05,2,1,20,594,1,0,5,77,0,1949,0
1300000,5,4,78,702,3,2,3,267,133,1937,1999
1462497,5,4,89,432,3,3,3,248,363,2008,0
995000,4,6,89,1220,2,2,3,270,283,1998,2006
355000,4,4,47,744,2,0,3,184,0,1996,0
425000,3,3,42,919,1,0,3,116,167,1967,2011
869000,4,3,87,2780,2,0,3,275,227,1988,2000
915000,3,4,62,360,2,0,3,195,163,2003,0
2110000,3,3,75,1605,2,0,4,291,0,1973,0
925000,4,2,73,939,1,0,4,184,367,1959,0
2400000,6,6,127,972,2,3,4,399,350,1999,0
390000,3,1,27,338,2,0,3,104,0,1910,2006
482500,4,3,38,686,1,0,5,100,173,1990,0
525000,3,3,41,169,3,0,3,158,0,2001,0
237000,3,1,30,734,1,0,4,117,0,1960,2001
205000,3,1,22,658,1,0,5,86,0,1960,0
623000,3,4,43,700,2,0,5,167,0,1989,0
4e+05,4,3,56,713,1,0,4,126,340,1973,0
405000,3,1,34,900,2,0,3,131,0,2002,0
337000,4,3,52,765,2,0,3,202,0,1992,0
885000,3,3,48,860,1,0,4,145,150,1975,0
420000,5,5,53,929,1,0,3,117,327,1959,1989
448000,4,4,58,617,2,2,3,226,0,2006,0
8e+05,4,5,73,633,2,0,3,284,0,2004,0
830000,5,3,65,917,2,0,4,250,0,1978,2000
725000,6,4,55,367,2,0,3,214,0,1917,2009
780000,3,3,50,270,2,0,3,193,0,1905,2006
325000,2,1,20,382,1,0,3,76,0,1948,1994
488800,4,3,50,870,1,0,4,117,290,1976,1992
1320000,4,5,102,3258,2,0,3,397,0,1989,0
489000,4,2,49,1033,1,0,4,95,353,1940,2001
1240000,7,7,154,1240,2,0,3,444,567,2004,0
595000,3,5,76,2038,2,0,4,296,0,1993,0
359900,5,3,53,668,1,0,3,116,333,1973,2013
1080000,3,3,114,3920,2,0,4,360,303,1989,0
925000,4,5,87,721,2,0,3,336,0,2012,0
625000,3,4,57,432,2,0,3,220,0,2014,0
339990,3,4,60,414,2,0,3,231,0,2014,0
775950,4,4,69,396,2,0,3,267,0,2014,0
420000,5,3,61,283,2,0,3,150,320,2013,0
654000,3,4,36,141,2,0,3,115,83,2005,0
725000,3,5,86,795,2,0,3,332,0,2001,0
375000,2,1,29,164,2,0,4,75,133,1948,0
1100000,3,4,51,1800,1,1,3,126,267,1952,2008
639500,4,3,54,809,2,0,3,210,0,1986,0
849000,4,2,50,567,2,1,4,194,0,1928,0
750000,3,4,61,499,2,0,3,151,310,1934,1978
565000,2,4,31,540,1,0,4,86,123,1914,1945
874150,4,5,82,1297,2,1,3,231,320,1987,2000
545000,4,4,49,542,2,0,3,188,0,1990,2009
5e+05,4,4,47,756,1,0,3,128,207,1963,2008
687000,4,4,55,907,2,0,5,213,0,1966,0
439500,3,4,48,3600,1,0,4,141,160,1977,0
802000,3,4,67,450,2,0,4,166,343,1907,0
732600,4,4,49,657,1,0,4,111,300,1963,0
374000,4,4,60,563,2,0,3,232,0,2004,0
330000,4,4,55,1220,2,0,3,214,0,1999,0
365000,4,2,45,2304,1,0,1,175,0,1962,0
290900,2,2,37,1584,2,0,3,145,0,1930,1983
577000,3,4,48,518,1,0,3,120,243,1976,0
280000,2,1,23,270,1,0,4,91,0,1925,1968
675000,4,4,65,1001,2,0,3,253,0,1982,0
8e+05,3,3,55,1064,1,0,4,131,310,1972,0
299995,2,1,25,648,1,0,4,95,0,1951,1999
440000,3,4,36,649,1,0,3,113,103,1983,2009
249500,2,4,35,778,1,0,4,135,0,1963,0
690000,2,1,23,410,1,0,4,87,0,1907,0
235000,3,1,27,999,1,0,4,105,0,1968,0
320000,3,4,53,668,2,0,3,205,0,1998,2006
350000,7,3,65,861,1,2,3,126,467,1963,2008
334000,4,3,27,842,2,0,3,104,0,1970,2014
235000,6,3,51,716,2,0,3,196,0,1980,0
442000,4,4,59,653,2,0,3,227,0,1990,2009
264000,3,4,41,673,1,0,4,158,0,1966,0
275000,2,1,27,590,1,0,4,106,0,1949,1985
430000,2,3,22,416,1,0,4,86,0,1949,1985
550000,3,4,44,293,2,0,3,171,0,1988,2000
775000,4,4,53,554,2,0,3,207,0,1999,0
603500,6,5,62,756,1,0,5,140,370,1962,0
449000,4,4,43,454,1,0,3,111,207,1930,2013
2075000,4,5,98,1834,2,0,3,381,0,1997,0
735000,4,3,53,459,1,0,5,121,310,1954,0
2e+05,3,3,25,864,1,0,4,98,0,1968,0
579000,3,4,38,114,3,0,3,148,0,2009,0
291500,3,1,20,831,2,0,5,79,0,1946,0
649950,3,4,35,124,2,0,3,108,100,2014,0
458500,3,2,44,144,2,0,3,129,153,2012,0
5e+05,3,1,27,459,2,0,3,104,0,1911,2005
362300,3,4,56,1374,2,0,3,219,0,1997,0
324000,4,4,49,649,1,0,3,105,313,1975,0
495000,3,2,69,1098,2,0,4,208,213,1918,1974
233500,3,3,38,266,2,0,3,149,0,1985,0
479000,3,3,49,1019,2,0,4,190,0,1978,2000
322200,4,3,47,1710,2,0,4,181,0,1975,0
835000,4,4,70,2625,2,0,3,273,0,1998,2006
347000,3,1,30,756,1,0,3,114,0,1955,2005
345000,3,1,26,378,2,0,4,103,0,1904,0
345950,3,4,49,371,2,0,3,190,0,1989,0
550000,3,4,43,728,1,0,4,166,0,1964,0
399950,3,4,36,470,1,0,4,73,250,1940,2001
494000,4,4,43,661,1,0,4,139,97,1973,0
453000,4,4,49,668,1,0,4,95,353,1956,0
442500,3,4,37,925,1,0,3,95,183,1977,2004
389800,3,4,44,1154,1,0,3,169,0,1959,1989
346000,3,4,30,729,1,0,3,79,130,1950,2005
650000,4,4,56,662,2,0,3,216,0,1990,2009
290000,3,1,27,733,1,0,4,89,53,1932,1958
234000,2,1,20,999,1,0,3,78,0,1940,1996
260000,4,4,46,3334,2,0,3,180,0,1989,0
349900,3,2,56,3490,1,0,5,109,403,1949,0
275000,3,1,25,540,1,0,4,97,0,1952,0
725000,4,4,79,2737,2,0,3,308,0,1988,2000
375000,4,4,43,672,2,0,3,168,0,1990,2009
806000,4,4,58,18583,1,0,3,225,0,1997,0
490000,3,3,34,225,2,0,3,97,130,1984,0
249000,3,1,23,1728,1,0,3,90,0,1968,2010
396500,3,4,56,643,1,0,3,122,347,1955,2005
405000,2,1,20,234,1,0,4,77,0,1901,0
560000,3,4,46,1123,2,0,4,176,0,1989,0
459950,4,4,46,550,2,0,3,180,0,2003,0
265000,3,1,38,851,2,0,3,146,0,1928,1954
502000,6,4,67,731,1,0,3,147,420,1977,2004
525000,2,1,25,315,1,3,3,97,0,1924,2011
415000,4,4,50,767,1,3,3,122,273,1955,2005
6e+05,3,4,53,914,2,0,3,203,0,1987,2000
225000,3,4,37,794,1,0,4,142,0,1967,0
3e+05,4,4,61,402,2,0,3,236,0,2008,0
491234,4,4,36,167,2,0,3,139,0,2014,0
1580000,4,4,106,6704,2,4,5,411,0,1948,1985
905000,4,4,80,689,2,0,3,310,0,2006,0
199950,5,4,40,788,1,0,4,157,0,1959,0
450000,4,4,50,390,1,0,4,113,300,1942,1982
899000,3,1,34,628,2,0,4,133,0,1949,1985
780000,4,5,91,5388,2,0,4,224,473,1987,0
4e+05,4,4,39,1825,2,0,3,121,120,1965,1993
831500,5,4,104,3161,3,0,3,402,0,1984,0
471001,3,4,42,540,1,0,5,81,300,1905,0
385000,3,4,38,151,3,0,3,147,0,2007,0
326000,3,1,24,885,1,0,3,93,0,1969,2010
335000,1,1,17,459,1,0,3,65,0,1907,1983
320000,4,3,44,3920,1,0,4,170,0,1974,0
3e+05,4,4,43,500,2,0,3,166,0,2004,0
269950,4,4,59,756,2,0,5,229,0,1977,0
1220000,4,6,82,355,2,0,5,198,440,1913,0
590000,4,4,75,709,2,0,4,290,0,1966,0
750000,3,2,42,450,2,0,4,155,33,1941,1998
215000,3,2,31,765,1,0,3,121,0,1931,0
165000,3,1,28,1179,1,0,3,108,0,1943,2002
261350,3,4,32,1638,1,0,4,125,0,1962,0
569000,4,2,40,350,1,0,5,95,223,1924,1956
425000,3,3,37,3527,1,0,3,106,133,1992,0
8e+05,4,3,82,441,1,0,3,178,513,1954,2005
715000,4,4,62,2745,1,0,4,151,323,1960,2001
337000,3,4,30,1148,1,0,3,118,0,1993,0
560000,4,4,53,719,2,0,3,207,0,1990,2009
449500,3,3,41,655,1,2,3,121,147,1972,2002
660000,3,4,46,257,3,0,3,178,0,1987,2000
685000,2,3,30,151,1,2,3,117,0,1943,2002
905000,5,5,81,914,2,0,3,231,310,1996,0
403500,3,1,43,720,1,0,3,108,210,1960,2012
1700000,3,5,65,1686,2,4,4,253,0,1974,0
285000,3,4,39,564,2,0,3,149,0,2003,0
249900,3,2,30,606,1,0,4,118,0,1990,0
633634,4,5,69,540,2,0,3,266,0,2014,0
329900,3,4,52,450,2,0,3,202,0,2011,0
310000,3,4,59,430,2,0,3,229,0,2006,0
345000,3,3,33,107,2,0,3,103,93,2008,0
160797,3,3,30,212,2,0,3,114,0,2012,0
562500,3,3,30,82,2,0,3,90,100,2006,0
515000,5,4,68,452,2,0,3,184,290,2013,0
497000,3,3,38,344,2,0,3,147,0,2005,0
312891,5,3,53,739,2,0,3,207,0,2013,0
670000,3,4,77,477,2,2,3,220,290,2008,0
362500,2,3,22,159,2,0,3,85,0,2009,0
402101,2,3,24,122,2,0,3,92,0,2009,0
438000,3,4,35,574,1,0,3,71,243,1948,1994
687500,4,4,54,450,2,0,4,136,273,1929,0
160000,3,3,23,864,1,0,4,91,0,1962,0
415000,3,4,25,720,1,0,3,96,0,1977,2004
405000,3,4,74,1148,2,0,3,212,270,1995,0
880000,4,4,70,346,3,0,3,273,0,2005,0
585000,3,4,53,9049,2,0,3,204,0,1998,2006
640000,4,4,54,863,2,0,3,211,0,1997,0
819000,3,5,49,554,2,2,5,138,200,1908,0
520000,3,4,53,3215,1,0,3,207,0,1984,0
367500,3,1,39,1060,1,0,4,104,167,1978,2000
762500,4,5,61,788,1,0,4,158,283,1978,2000
3e+05,3,1,50,631,1,0,3,194,0,1954,2005
625000,3,4,56,5767,1,0,4,164,197,1976,1992
530000,2,3,37,331,1,2,3,115,100,1941,1994
379000,3,4,40,2780,2,0,3,157,0,1992,0
660000,2,3,59,540,2,0,5,167,230,1902,0
380000,3,3,43,1400,2,0,4,167,0,1963,0
314900,4,4,63,2436,1,0,3,124,440,1958,2004
324950,3,3,34,784,1,0,3,131,0,1955,2005
535000,3,4,48,372,2,0,3,186,0,1999,0
348500,3,3,32,965,1,0,4,122,0,1966,0
725000,4,4,62,1647,2,0,3,239,0,1986,0
925000,4,3,83,3173,2,0,3,322,0,1985,0
4e+05,3,2,29,1027,1,0,3,89,80,1984,0
620000,4,4,57,4985,2,0,3,221,0,1994,0
1215000,4,6,89,4822,1,0,3,344,0,1994,0
1157400,3,4,64,533,2,2,3,247,0,1913,1992
349950,4,4,49,476,2,0,3,188,0,1989,0
2466350,5,7,148,1186,2,0,3,410,610,1940,1996
339000,4,2,57,457,2,0,3,177,167,1948,1988
615000,3,4,40,367,1,0,4,86,253,1924,0
751000,4,4,72,861,2,0,3,213,240,2004,0
941000,4,4,54,344,2,0,5,164,167,1926,0
6e+05,4,4,40,693,1,0,5,157,0,1968,0
455000,4,4,69,405,2,0,3,266,0,2005,0
1295648,0,0,112,2521,2,0,3,433,0,1990,2009
358000,3,3,42,9017,1,0,5,163,0,1969,0
339000,3,1,26,372,1,0,4,65,127,1942,1982
258000,3,1,35,669,1,0,3,101,123,1969,2010
455000,2,3,28,113,2,0,3,90,67,2013,0
437000,4,4,44,765,1,0,3,116,200,1980,0
689000,3,4,51,886,1,0,5,135,233,1978,0
319000,4,4,58,719,1,0,3,145,300,1978,0
510000,3,3,33,118,3,0,3,128,0,2006,0
440000,3,4,46,891,1,2,4,133,173,1957,2001
875000,4,4,75,2033,2,0,3,290,0,1996,0
304000,4,2,30,761,1,0,4,118,0,1953,1983
139000,2,1,16,475,1,0,4,62,0,1942,1982
464500,3,4,27,942,1,0,5,104,0,1959,0
230000,4,4,43,540,1,0,4,114,193,1944,0
425000,3,4,45,405,2,0,3,174,0,1990,2009
3e+05,2,1,17,461,1,0,4,68,0,1941,1998
457500,3,3,33,180,2,0,3,88,150,1996,0
366000,3,4,43,1030,1,0,4,121,167,1977,0
502000,3,2,30,1292,1,0,3,117,0,1955,2013
194000,3,1,24,682,1,0,3,95,0,1983,2009
305000,4,3,51,843,2,0,4,199,0,1968,0
1250000,4,4,75,1404,1,0,5,151,513,1973,0
575000,4,4,107,1871,2,0,4,416,0,1991,0
343500,4,4,41,558,1,2,4,106,193,1950,1983
325000,3,1,20,622,1,0,3,77,0,1948,1994
6e+05,4,4,109,1344,2,2,3,331,337,1995,0
850000,4,5,91,3341,2,0,3,353,0,1996,0
420000,3,4,50,344,2,0,3,193,0,2005,0
257500,2,2,27,834,1,0,3,106,0,1940,1996
317000,5,4,55,1024,1,0,4,106,393,1962,0
970000,3,3,71,896,2,2,4,163,417,1930,0
252000,3,3,39,709,1,0,4,107,160,1977,0
683500,3,3,42,518,2,0,3,148,60,1946,0
289000,3,4,46,865,2,0,3,98,293,1988,2000
355000,2,3,22,67,2,0,3,57,100,2007,0
675000,3,5,53,505,1,0,3,207,0,2004,0
396500,3,4,60,1708,1,0,4,233,0,1976,1992
362500,4,4,34,761,1,0,3,131,0,1960,2012
395000,4,4,36,461,1,0,5,69,257,1943,0
218000,3,1,20,1638,1,0,4,79,0,1945,0
218000,3,3,31,684,1,0,4,120,0,1968,0
360000,3,4,35,648,1,0,3,135,0,1957,2000
350000,2,1,17,691,1,0,4,67,0,1922,0
350000,4,3,59,505,2,0,3,230,0,2004,0
845000,3,2,59,428,2,0,5,166,233,1930,0
839000,3,4,74,18308,1,0,3,288,0,2000,0
850000,4,3,77,360,1,0,3,161,513,1958,2004
329950,2,1,21,470,1,0,4,81,0,1956,0
425000,4,3,37,556,2,0,3,144,0,1946,0
210000,2,1,23,495,1,0,3,87,0,1956,2001
631500,2,1,26,238,1,0,4,102,0,1927,0
295000,2,1,15,486,1,0,3,59,0,1950,2005
575000,3,3,56,450,2,0,4,130,320,1926,1993
415000,3,4,53,543,2,0,3,205,0,2011,0
859000,4,3,82,1251,1,0,3,165,573,2010,0
639888,4,4,48,249,2,0,3,185,0,2012,0
329445,2,3,19,101,2,0,3,75,0,2005,0
745641,4,4,57,437,2,0,3,220,0,2013,0
395000,3,4,37,174,2,0,3,144,0,2007,0
790000,4,5,74,2831,2,0,3,287,0,2010,0
890000,4,1,59,360,2,0,3,213,60,1905,2010
4e+05,3,4,51,676,1,0,4,128,253,1962,0
365500,3,2,33,864,1,0,4,127,0,1983,0
245000,3,2,33,518,1,0,3,127,0,1985,0
390000,4,4,54,769,2,0,3,211,0,1993,0
196500,3,1,31,810,1,0,3,119,0,1966,0
1200000,4,4,93,1212,2,0,3,359,0,2006,0
276900,3,1,30,681,1,0,4,114,0,1958,1972
995000,3,6,102,4234,2,3,3,335,220,1968,1990
2300000,4,4,99,771,2,0,3,383,0,2004,0
505000,3,4,43,725,2,0,4,167,0,1987,0
597326,4,4,83,743,2,0,3,257,237,2013,0
270000,3,4,39,753,1,0,4,117,123,1990,0
739900,5,4,69,484,2,0,3,268,0,2006,0
608000,4,4,62,426,2,0,3,242,0,2001,0
381500,2,1,21,262,1,0,5,81,0,1924,1956
562100,2,3,33,333,1,0,3,108,80,1914,1996
740000,4,4,70,935,2,0,3,270,0,1995,0
308000,3,1,38,1633,2,0,3,148,0,1942,1999
762000,4,5,93,1373,2,0,3,360,0,2007,0
356000,4,2,47,4382,2,0,3,182,0,1949,1998
750000,3,3,43,450,2,0,5,121,167,1915,0
418800,4,3,49,899,1,0,4,116,270,1973,0
276000,4,3,57,1013,1,0,4,221,0,1959,0
725000,3,4,61,676,2,0,3,235,0,1996,0
285000,3,2,34,574,1,0,3,131,0,1995,0
205000,3,1,24,765,1,0,3,95,0,1958,2004
583000,3,4,42,733,2,0,3,161,0,1989,0
657000,4,4,51,304,2,0,4,128,253,1926,1993
386000,4,3,48,862,2,2,3,159,93,1965,1993
589950,5,3,65,1750,1,3,5,135,430,1973,0
575000,3,3,39,300,2,0,3,99,200,1924,2011
574000,3,4,55,615,2,0,3,214,0,2002,0
690500,5,2,46,379,2,2,4,115,240,1908,0
565000,2,4,39,361,1,0,3,150,0,2005,0
5e+05,3,3,28,428,1,0,3,87,73,1940,1996
330000,6,3,71,2568,1,0,3,170,383,1951,1994
286000,2,1,18,313,1,0,4,70,0,1930,0
450000,3,3,54,1057,1,0,3,120,333,1954,2005
870000,4,5,66,360,2,0,5,176,293,1912,0
725000,4,4,58,465,2,0,4,224,0,2000,0
275000,2,1,18,436,1,0,4,69,0,1927,0
645000,3,5,43,1526,1,2,4,167,0,1953,1983
152000,3,1,25,294,1,0,4,98,0,1969,0
315000,4,2,41,480,2,0,5,84,283,1918,0
190000,1,3,22,2633,1,0,3,84,0,1941,1994
7e+05,4,4,64,512,2,0,3,249,0,2004,0
233000,3,1,29,556,2,0,3,113,0,1955,2005
310000,2,1,20,486,1,0,3,78,0,1950,2007
265950,3,3,27,761,1,0,4,104,0,1951,1999
860000,5,4,105,868,2,4,4,270,500,1968,0
2e+05,3,1,27,432,2,0,4,104,0,1938,0
402000,4,3,46,330,2,0,5,149,117,1926,0
305000,6,2,44,742,1,0,2,108,233,1964,0
505000,3,4,38,963,1,2,3,148,0,1975,0
1355000,3,3,62,430,2,2,5,169,267,1913,0
482000,3,4,56,658,2,0,3,218,0,1998,2006
770000,4,4,91,1117,2,0,3,353,0,1997,0
245700,3,3,38,756,1,0,3,106,153,1968,1997
283000,3,1,21,756,1,0,4,80,0,1954,1979
530000,5,3,50,712,1,0,3,96,357,1962,2003
440000,3,4,47,1539,1,0,4,183,0,1953,1983
599990,3,3,62,825,1,0,3,141,370,1978,0
544000,4,4,47,358,2,0,3,183,0,1994,0
1700000,5,5,136,2060,2,2,4,420,393,1978,2000
270000,2,1,48,756,1,0,3,113,267,1962,2003
435000,2,1,25,273,2,0,4,95,0,1943,0
1140000,4,3,77,11487,2,0,5,298,0,1924,1956
320000,4,4,46,905,2,0,3,180,0,1997,0
804100,4,4,71,728,2,0,3,276,0,2005,0
594000,3,3,30,127,2,0,3,95,70,2014,0
531500,4,5,72,4479,1,0,4,280,0,1958,1972
1150000,3,2,49,1693,2,0,5,190,0,1979,0
374500,3,3,33,1026,2,0,3,126,0,1984,0
450000,4,5,54,509,1,2,3,120,327,1952,2012
744500,5,4,63,1491,1,0,4,158,317,1967,0
913888,5,3,55,1396,2,0,4,213,0,1981,0
346500,2,4,37,567,1,0,3,91,200,1941,1994
280000,3,4,29,743,1,0,3,111,0,1966,0
557500,3,4,44,1005,1,0,4,171,0,1959,0
260000,3,3,37,737,1,0,3,103,147,1954,2005
1330000,3,3,45,260,2,2,3,175,0,1900,2005
640000,3,4,38,540,1,0,5,94,193,1947,0
280000,7,4,45,491,2,0,3,175,0,1994,0
205000,3,1,29,788,1,0,3,111,0,1965,1993
957000,5,4,73,450,2,2,3,196,327,2005,0
625000,5,4,63,1909,1,0,4,176,250,1955,2009
680000,4,3,44,558,1,2,5,130,147,1954,0
150000,2,1,21,729,1,0,3,80,0,1942,1999
255950,3,4,40,331,2,0,3,155,0,1992,0
246500,3,4,38,692,2,0,3,146,0,1989,0
595888,3,4,43,810,1,0,5,168,0,1958,0
454000,3,1,46,1993,1,0,4,177,0,1970,0
299900,3,1,26,773,1,0,3,100,0,1979,2014
2e+05,3,2,28,615,1,0,3,107,0,1995,0
346500,3,1,27,1062,1,0,4,104,0,1932,1958
585000,4,5,67,614,1,0,3,140,443,1973,2013
383000,3,4,35,1209,1,0,3,135,0,1977,2004
519000,4,4,45,236,2,0,4,113,233,1910,0
410000,3,3,29,693,1,0,5,113,0,1968,0
578000,4,4,48,487,2,0,3,186,0,1996,0
1280000,4,5,108,1566,2,2,3,419,0,2003,0
395000,2,3,31,134,2,0,3,95,100,2007,0
364000,3,4,42,251,2,0,3,162,0,2011,0
240000,3,3,34,254,2,0,3,133,0,2012,0
328423,3,4,40,324,2,0,3,156,0,2014,0
594000,4,5,63,415,2,0,3,245,0,2005,0
425000,3,4,54,204,3,0,3,209,0,2009,0
260000,5,4,47,698,2,0,3,182,0,2007,0
563500,3,4,33,118,4,0,3,126,0,2007,0
975000,5,3,61,493,2,0,3,236,0,2009,0
937000,3,4,57,242,2,0,3,158,233,1915,0
518500,3,5,37,99,3,0,3,143,0,2010,0
563500,4,4,48,15682,1,0,3,145,158,1964,2000
1050000,4,5,80,705,2,0,3,311,0,2007,0
350000,3,3,41,1466,2,0,4,160,0,1987,0
826000,4,4,71,643,2,0,3,275,0,2006,0
225000,3,2,39,1033,1,0,5,87,243,1945,0
177500,3,3,28,540,1,0,3,110,0,1968,1997
224000,4,3,37,836,1,0,4,144,0,1959,0
302000,4,4,36,1590,2,0,3,138,0,1968,1997
760000,3,4,46,1257,1,0,5,178,0,1959,0
460000,3,4,40,764,1,0,3,109,173,1969,2010
415000,3,1,27,603,1,0,3,105,0,1957,2000
669000,2,4,45,969,1,3,4,104,263,1952,0
254600,3,2,34,1800,1,0,4,132,0,1968,0
910000,4,5,94,4543,2,0,3,364,0,1987,2000
725000,6,3,72,450,2,0,5,163,433,1921,0
670000,3,3,35,396,2,0,4,134,0,1906,1990
440000,4,3,41,518,2,0,3,159,0,1947,2012
1025000,4,5,77,1787,1,2,4,184,427,1977,0
320000,2,1,22,478,1,2,3,86,0,1948,1994
310000,4,4,56,495,2,0,3,219,0,2002,0
772650,4,4,62,972,1,0,3,239,0,1955,2014
669950,4,4,62,1069,2,0,3,240,0,1996,0
690000,5,5,63,684,2,0,3,167,287,1993,0
3e+05,3,3,41,936,1,0,3,160,0,1967,2011
225500,2,4,37,1015,1,0,4,143,0,1972,0
320000,3,2,36,3076,2,0,3,140,0,1999,0
775000,3,5,66,1332,1,0,4,173,310,1976,1992
805000,3,5,60,529,2,2,5,144,333,1929,0
252750,4,1,29,667,2,0,3,111,0,1944,0
254000,5,2,48,1451,1,0,5,157,113,1959,0
620000,6,5,84,619,2,0,3,247,287,2004,0
460000,4,4,59,1712,1,0,4,117,417,1961,2001
268000,3,4,38,602,2,0,3,149,0,1991,0
446000,2,3,32,110,2,0,3,97,97,2008,0
285000,2,1,23,648,1,0,3,91,0,1975,0
530000,3,2,54,2391,3,0,3,210,0,1987,2000
402000,2,1,14,223,1,0,5,56,0,1911,1984
358000,3,3,57,1125,1,0,4,221,0,1967,0
354950,4,5,59,662,1,0,5,115,417,1977,0
405000,4,4,52,419,2,0,3,200,0,2001,0
575000,5,3,86,4474,1,2,3,242,333,1960,2012
315000,4,4,45,918,1,0,4,103,267,1977,0
280927,4,3,48,662,2,0,4,186,0,1977,0
440000,4,4,50,704,1,0,4,125,257,1976,1992
270000,4,3,60,891,1,0,3,144,333,1965,1993
755000,4,5,67,360,2,0,3,189,260,1912,2000
289659,4,3,53,648,2,0,4,203,0,1984,0
555000,5,3,85,624,2,0,3,328,0,2004,0
450000,3,3,36,2129,1,0,3,138,0,1952,2008
1145000,3,4,58,360,2,0,5,150,273,1918,0
495000,3,4,33,1061,1,0,3,130,0,1983,2009
1250000,3,3,87,765,3,3,4,275,233,1910,0
580000,4,4,40,628,1,0,3,128,100,1975,0
560000,4,4,58,1472,1,0,5,136,323,1959,0
1080000,4,5,93,474,2,0,3,359,0,2008,0
450000,2,4,20,301,1,0,3,63,47,1912,1994
815000,3,2,53,1079,1,0,4,204,0,1968,0
354000,4,4,60,493,2,0,3,232,0,2005,0
279900,3,4,37,596,1,0,3,142,0,1988,2000
339000,2,1,22,716,1,0,4,86,0,1941,1998
1340000,4,5,74,454,2,3,3,194,343,2003,0
710000,3,4,87,12322,3,0,3,279,213,1990,2009
815000,4,5,61,427,1,2,4,118,437,1949,1985
8e+05,3,4,48,6821,1,0,3,187,0,1958,2004
475580,3,4,35,998,1,0,3,137,0,1983,2009
243800,3,1,26,2498,1,0,4,103,0,1981,0
6e+05,3,4,75,721,2,0,3,262,110,2004,0
620000,3,2,57,3721,1,0,4,221,0,1988,0
750000,4,5,41,457,2,0,3,158,0,1903,2005
626000,3,4,56,450,2,0,4,158,223,1945,0
210000,2,1,17,724,1,0,3,65,0,1943,2002
200500,3,4,29,841,1,0,4,113,0,1963,0
253500,3,1,38,1115,1,0,4,98,183,1954,1979
150000,3,1,30,865,1,0,3,86,117,1962,2003
440000,3,3,49,566,1,0,4,110,300,1949,1985
660000,3,1,28,866,1,1,3,109,0,1955,2009
695000,3,5,60,1086,2,0,3,233,0,1993,0
440000,4,4,52,677,2,0,3,203,0,1989,0
1388000,4,3,94,1800,1,0,3,182,673,1972,2001
219500,3,1,25,604,2,0,5,98,0,1912,0
220000,3,3,39,1404,2,0,3,149,0,1981,2013
270000,2,1,41,7292,1,3,4,160,0,1954,1979
9e+05,4,5,78,450,2,2,3,222,300,2008,0
1990000,5,3,104,450,3,0,5,308,353,1902,0
8e+05,4,4,69,1513,2,0,3,269,0,1990,2009
365000,5,2,53,1710,2,0,3,205,0,1924,2011
1387800,3,3,58,495,2,3,3,156,250,1950,2005
1410000,4,3,75,1502,2,0,3,293,0,1979,2014
471000,2,4,29,578,1,0,5,112,0,1924,1956
827000,4,4,75,1089,1,0,3,168,453,1977,2004
235000,5,4,58,862,1,0,3,117,400,1979,2014
216500,2,4,32,403,1,0,4,125,0,1980,0
